chr,pos,strand,type,start,end,gene,transcript,group
chr14,99604207,-,promoter,99602207,99606207,CCDC85C,ENST00000380243.9,0.5 <= TPM < 1
chr15,36579625,+,promoter,36577625,36581625,CDIN1,ENST00000566621.6,0.5 <= TPM < 1
chr15,40769979,+,promoter,40767979,40771979,C15orf62,ENST00000344320.8,0.5 <= TPM < 1
chr15,41513827,-,promoter,41511827,41515827,LTK,ENST00000263800.11,0.5 <= TPM < 1
chr15,48645709,-,promoter,48643709,48647709,FBN1,ENST00000316623.10,0.5 <= TPM < 1
chr15,49620818,-,promoter,49618818,49622818,FAM227B,ENST00000299338.11,0.5 <= TPM < 1
chr15,55993612,-,promoter,55991612,55995612,NEDD4,ENST00000435532.8,0.5 <= TPM < 1
chr15,65115200,-,promoter,65113200,65117200,UBAP1L,ENST00000559089.6,0.5 <= TPM < 1
chr15,65621937,+,promoter,65619937,65623937,SLC24A1,ENST00000261892.11,0.5 <= TPM < 1
chr15,67521130,+,promoter,67519130,67523130,C15orf61,ENST00000342683.6,0.5 <= TPM < 1
chr15,69160634,+,promoter,69158634,69162634,GLCE,ENST00000261858.7,0.5 <= TPM < 1
chr15,72118150,-,promoter,72116150,72120150,MYO9A,ENST00000356056.10,0.5 <= TPM < 1
chr15,74956772,-,promoter,74954772,74958772,RPP25,ENST00000322177.6,0.5 <= TPM < 1
chr15,75647911,+,promoter,75645911,75649911,SNX33,ENST00000308527.6,0.5 <= TPM < 1
chr15,76336772,+,promoter,76334772,76338772,ISL2,ENST00000290759.9,0.5 <= TPM < 1
chr15,80695309,+,promoter,80693309,80697309,ABHD17C,ENST00000258884.5,0.5 <= TPM < 1
chr15,84658199,-,promoter,84656199,84660199,NMB,ENST00000360476.8,0.5 <= TPM < 1
chr15,85794925,-,promoter,85792925,85796925,KLHL25,ENST00000337975.6,0.5 <= TPM < 1
chr15,88546681,-,promoter,88544681,88548681,DET1,ENST00000268148.13,0.5 <= TPM < 1
chr15,90234208,+,promoter,90232208,90236208,GDPGP1,ENST00000329600.8,0.5 <= TPM < 1
chr16,152643,+,promoter,150643,154643,HBZ,ENST00000252951.3,0.5 <= TPM < 1
chr16,1612072,-,promoter,1610072,1614072,IFT140,ENST00000426508.7,0.5 <= TPM < 1
chr16,1989969,+,promoter,1987969,1991969,SYNGR3,ENST00000248121.7,0.5 <= TPM < 1
chr16,2340728,-,promoter,2338728,2342728,ABCA3,ENST00000301732.10,0.5 <= TPM < 1
chr16,2475126,+,promoter,2473126,2477126,TBC1D24,ENST00000646147.1,0.5 <= TPM < 1
chr16,3305430,-,promoter,3303430,3307430,TIGD7,ENST00000396862.2,0.5 <= TPM < 1
chr16,19113963,+,promoter,19111963,19115963,ITPRIPL2,ENST00000381440.5,0.5 <= TPM < 1
chr16,28506834,-,promoter,28504834,28508834,IL27,ENST00000356897.1,0.5 <= TPM < 1
chr16,31088943,-,promoter,31086943,31090943,PRSS53,ENST00000280606.7,0.5 <= TPM < 1
chr16,46884361,+,promoter,46882361,46886361,GPT2,ENST00000340124.9,0.5 <= TPM < 1
chr16,56961949,+,promoter,56959949,56963949,CETP,ENST00000200676.8,0.5 <= TPM < 1
chr16,58392470,+,promoter,58390470,58394470,GINS3,ENST00000318129.6,0.5 <= TPM < 1
chr16,66880514,+,promoter,66878514,66882514,PDP2,ENST00000311765.4,0.5 <= TPM < 1
chr16,67279531,+,promoter,67277531,67281531,PLEKHG4,ENST00000379344.8,0.5 <= TPM < 1
chr16,67980499,-,promoter,67978499,67982499,DPEP3,ENST00000268793.6,0.5 <= TPM < 1
chr16,68448508,-,promoter,68446508,68450508,SMPD3,ENST00000219334.10,0.5 <= TPM < 1
chr16,69951333,+,promoter,69949333,69953333,CLEC18A,ENST00000288040.11,0.5 <= TPM < 1
chr16,79600737,-,promoter,79598737,79602737,MAF,ENST00000326043.5,0.5 <= TPM < 1
chr16,87317392,-,promoter,87315392,87319392,C16orf95,ENST00000567970.2,0.5 <= TPM < 1
chr16,87493024,-,promoter,87491024,87495024,ZCCHC14,ENST00000671377.2,0.5 <= TPM < 1
chr17,352807,-,promoter,350807,354807,RPH3AL,ENST00000331302.12,0.5 <= TPM < 1
chr17,7916289,-,promoter,7914289,7918289,RNF227,ENST00000324348.9,0.5 <= TPM < 1
chr17,10657309,-,promoter,10655309,10659309,MYH3,ENST00000583535.6,0.5 <= TPM < 1
chr17,16492193,-,promoter,16490193,16494193,LRRC75A,ENST00000470794.2,0.5 <= TPM < 1
chr17,16569204,-,promoter,16567204,16571204,ZNF287,ENST00000395825.4,0.5 <= TPM < 1
chr17,19004764,-,promoter,19002764,19006764,FAM83G,ENST00000388995.11,0.5 <= TPM < 1
chr17,19362723,-,promoter,19360723,19364723,B9D1,ENST00000261499.11,0.5 <= TPM < 1
chr17,20467539,-,promoter,20465539,20469539,LGALS9B,ENST00000423676.8,0.5 <= TPM < 1
chr17,35578571,-,promoter,35576571,35580571,PEX12,ENST00000225873.9,0.5 <= TPM < 1
chr17,36534986,+,promoter,36532986,36536986,PIGW,ENST00000614443.2,0.5 <= TPM < 1
chr17,41586895,-,promoter,41584895,41588895,KRT14,ENST00000167586.7,0.5 <= TPM < 1
chr17,42423256,-,promoter,42421256,42425256,CAVIN1,ENST00000357037.6,0.5 <= TPM < 1
chr17,42681843,-,promoter,42679843,42683843,CCR10,ENST00000332438.4,0.5 <= TPM < 1
chr17,42798860,+,promoter,42796860,42800860,CNTD1,ENST00000588408.6,0.5 <= TPM < 1
chr17,44557483,+,promoter,44555483,44559483,FZD2,ENST00000315323.5,0.5 <= TPM < 1
chr17,50056109,+,promoter,50054109,50058109,ITGA3,ENST00000320031.13,0.5 <= TPM < 1
chr17,50130160,-,promoter,50128160,50132160,SAMD14,ENST00000330175.9,0.5 <= TPM < 1
chr17,50201631,-,promoter,50199631,50203631,COL1A1,ENST00000225964.10,0.5 <= TPM < 1
chr17,58544328,-,promoter,58542328,58546328,SEPTIN4,ENST00000672673.2,0.5 <= TPM < 1
chr17,75721458,+,promoter,75719458,75723458,ITGB4,ENST00000200181.8,0.5 <= TPM < 1
chr17,75878581,-,promoter,75876581,75880581,TRIM47,ENST00000254816.6,0.5 <= TPM < 1
chr17,82031677,+,promoter,82029677,82033677,RAC3,ENST00000306897.9,0.5 <= TPM < 1
chr17,82735614,+,promoter,82733614,82737614,FN3K,ENST00000300784.8,0.5 <= TPM < 1
chr18,11689263,+,promoter,11687263,11691263,GNAL,ENST00000334049.11,0.5 <= TPM < 1
chr18,26226444,+,promoter,26224444,26228444,TAF4B,ENST00000269142.10,0.5 <= TPM < 1
chr18,46657220,-,promoter,46655220,46659220,LOXHD1,ENST00000642948.1,0.5 <= TPM < 1
chr18,58864876,+,promoter,58862876,58866876,ZNF532,ENST00000591808.6,0.5 <= TPM < 1
chr18,76822556,+,promoter,76820556,76824556,ZNF236,ENST00000320610.14,0.5 <= TPM < 1
chr19,695452,-,promoter,693452,697452,PRSS57,ENST00000329267.9,0.5 <= TPM < 1
chr19,3029280,-,promoter,3027280,3031280,TLE2,ENST00000262953.11,0.5 <= TPM < 1
chr19,5681026,+,promoter,5679026,5683026,HSD11B1L,ENST00000339423.7,0.5 <= TPM < 1
chr19,5784746,-,promoter,5782746,5786746,PRR22,ENST00000419421.3,0.5 <= TPM < 1
chr19,6502309,-,promoter,6500309,6504309,TUBB4A,ENST00000264071.7,0.5 <= TPM < 1
chr19,7069702,+,promoter,7067702,7071702,ZNF557,ENST00000252840.11,0.5 <= TPM < 1
chr19,9538645,-,promoter,9536645,9540645,ZNF426,ENST00000253115.7,0.5 <= TPM < 1
chr19,11419314,-,promoter,11417314,11421314,RGL3,ENST00000380456.8,0.5 <= TPM < 1
chr19,11766999,+,promoter,11764999,11768999,ZNF441,ENST00000357901.5,0.5 <= TPM < 1
chr19,12064730,+,promoter,12062730,12066730,ZNF844,ENST00000439326.8,0.5 <= TPM < 1
chr19,12140350,-,promoter,12138350,12142350,ZNF20,ENST00000334213.10,0.5 <= TPM < 1
chr19,12441021,-,promoter,12439021,12443021,ZNF443,ENST00000301547.10,0.5 <= TPM < 1
chr19,16496393,+,promoter,16494393,16498393,C19orf44,ENST00000221671.8,0.5 <= TPM < 1
chr19,17026810,-,promoter,17024810,17028810,CPAMD8,ENST00000443236.7,0.5 <= TPM < 1
chr19,17245919,-,promoter,17243919,17247919,NR2F6,ENST00000291442.4,0.5 <= TPM < 1
chr19,19515548,-,promoter,19513548,19517548,TSSK6,ENST00000585580.4,0.5 <= TPM < 1
chr19,19865881,+,promoter,19863881,19867881,ZNF253,ENST00000589717.2,0.5 <= TPM < 1
chr19,20077999,+,promoter,20075999,20079999,ZNF90,ENST00000418063.3,0.5 <= TPM < 1
chr19,20661571,-,promoter,20659571,20663571,ZNF626,ENST00000601440.6,0.5 <= TPM < 1
chr19,20923250,+,promoter,20921250,20925250,ZNF85,ENST00000328178.13,0.5 <= TPM < 1
chr19,33796869,+,promoter,33794869,33798869,KCTD15,ENST00000683859.1,0.5 <= TPM < 1
chr19,34734242,+,promoter,34732242,34736242,ZNF181,ENST00000492450.3,0.5 <= TPM < 1
chr19,34964229,-,promoter,34962229,34966229,ZNF792,ENST00000404801.2,0.5 <= TPM < 1
chr19,36054896,+,promoter,36052896,36056896,WDR62,ENST00000401500.7,0.5 <= TPM < 1
chr19,36489561,-,promoter,36487561,36491561,ZNF566,ENST00000452939.7,0.5 <= TPM < 1
chr19,36528271,-,promoter,36526271,36530271,ZNF260,ENST00000523638.6,0.5 <= TPM < 1
chr19,36666837,-,promoter,36664837,36668837,ZNF461,ENST00000588268.6,0.5 <= TPM < 1
chr19,36687611,+,promoter,36685611,36689611,ZNF567,ENST00000682579.1,0.5 <= TPM < 1
chr19,36850875,+,promoter,36848875,36852875,ZNF345,ENST00000420450.6,0.5 <= TPM < 1
chr19,37210536,-,promoter,37208536,37212536,ZNF585B,ENST00000532828.7,0.5 <= TPM < 1
chr19,38256374,-,promoter,38254374,38258374,PPP1R14A,ENST00000301242.9,0.5 <= TPM < 1
chr19,38335829,+,promoter,38333829,38337829,CATSPERG,ENST00000409235.8,0.5 <= TPM < 1
chr19,39532852,-,promoter,39530852,39534852,EID2B,ENST00000326282.5,0.5 <= TPM < 1
chr19,40775520,+,promoter,40773520,40777520,MIA,ENST00000263369.4,0.5 <= TPM < 1
chr19,41928449,-,promoter,41926449,41930449,ERFL,ENST00000597630.3,0.5 <= TPM < 1
chr19,43575800,+,promoter,43573800,43577800,PINLYP,ENST00000599207.6,0.5 <= TPM < 1
chr19,44141553,+,promoter,44139553,44143553,ZNF234,ENST00000426739.7,0.5 <= TPM < 1
chr19,44305025,-,promoter,44303025,44307025,ZNF235,ENST00000291182.9,0.5 <= TPM < 1
chr19,50329377,-,promoter,50327377,50331377,KCNC3,ENST00000477616.2,0.5 <= TPM < 1
chr19,51571282,+,promoter,51569282,51573282,ZNF175,ENST00000262259.7,0.5 <= TPM < 1
chr19,51905017,-,promoter,51903017,51907017,ZNF649,ENST00000354957.8,0.5 <= TPM < 1
chr19,52008211,-,promoter,52006211,52010211,ZNF615,ENST00000598071.6,0.5 <= TPM < 1
chr19,52028379,-,promoter,52026379,52030379,ZNF614,ENST00000270649.11,0.5 <= TPM < 1
chr19,52139938,-,promoter,52137938,52141938,ZNF616,ENST00000600228.6,0.5 <= TPM < 1
chr19,53333748,+,promoter,53331748,53335748,ZNF845,ENST00000458035.3,0.5 <= TPM < 1
chr19,53395148,+,promoter,53393148,53397148,ZNF765,ENST00000396408.8,0.5 <= TPM < 1
chr19,56595301,+,promoter,56593301,56597301,ZNF71,ENST00000599599.7,0.5 <= TPM < 1
chr19,57351270,+,promoter,57349270,57353270,ZNF304,ENST00000282286.6,0.5 <= TPM < 1
chr19,57411160,+,promoter,57409160,57413160,ZNF17,ENST00000307658.12,0.5 <= TPM < 1
chr19,57527355,+,promoter,57525355,57529355,ZNF549,ENST00000376233.8,0.5 <= TPM < 1
chr19,57599884,+,promoter,57597884,57601884,ZNF530,ENST00000597700.6,0.5 <= TPM < 1
chr19,57935402,-,promoter,57933402,57937402,ZNF418,ENST00000396147.6,0.5 <= TPM < 1
chr19,57947706,-,promoter,57945706,57949706,ZNF256,ENST00000282308.4,0.5 <= TPM < 1
chr19,58150789,-,promoter,58148789,58152789,ZNF329,ENST00000598312.6,0.5 <= TPM < 1
chr19,58408648,+,promoter,58406648,58410648,ZNF584,ENST00000306910.9,0.5 <= TPM < 1
chr19,58451621,+,promoter,58449621,58453621,ZNF324B,ENST00000336614.9,0.5 <= TPM < 1
chr2,24971955,-,promoter,24969955,24973955,DNAJC27,ENST00000264711.7,0.5 <= TPM < 1
chr2,27890387,-,promoter,27888387,27892387,RBKS,ENST00000302188.8,0.5 <= TPM < 1
chr2,31234151,+,promoter,31232151,31236151,EHD3,ENST00000322054.10,0.5 <= TPM < 1
chr2,37925286,+,promoter,37923286,37927286,RMDN2,ENST00000354545.8,0.5 <= TPM < 1
chr2,38875975,+,promoter,38873975,38877975,MORN2,ENST00000644631.4,0.5 <= TPM < 1
chr2,39437285,-,promoter,39435285,39439285,MAP4K3,ENST00000263881.8,0.5 <= TPM < 1
chr2,53767803,+,promoter,53765803,53769803,CHAC2,ENST00000295304.5,0.5 <= TPM < 1
chr2,61065870,+,promoter,61063870,61067870,SANBR,ENST00000402291.6,0.5 <= TPM < 1
chr2,63588477,-,promoter,63586477,63590477,WDPCP,ENST00000272321.12,0.5 <= TPM < 1
chr2,65432599,-,promoter,65430599,65434599,SPRED2,ENST00000356388.9,0.5 <= TPM < 1
chr2,70768200,-,promoter,70766200,70770200,ADD2,ENST00000264436.9,0.5 <= TPM < 1
chr2,73112948,-,promoter,73110948,73114948,RAB11FIP5,ENST00000486777.7,0.5 <= TPM < 1
chr2,73893007,+,promoter,73891007,73895007,ACTG2,ENST00000345517.8,0.5 <= TPM < 1
chr2,95991824,-,promoter,95989824,95993824,ANKRD36C,ENST00000295246.7,0.5 <= TPM < 1
chr2,100417668,-,promoter,100415668,100419668,CHST10,ENST00000264249.8,0.5 <= TPM < 1
chr2,102311562,+,promoter,102309562,102313562,IL1RL1,ENST00000233954.6,0.5 <= TPM < 1
chr2,120013076,+,promoter,120011076,120015076,EPB41L5,ENST00000263713.10,0.5 <= TPM < 1
chr2,151261863,-,promoter,151259863,151263863,RBM43,ENST00000331426.6,0.5 <= TPM < 1
chr2,157876330,-,promoter,157874330,157878330,ACVR1,ENST00000434821.7,0.5 <= TPM < 1
chr2,171999952,+,promoter,171997952,172001952,METAP1D,ENST00000315796.5,0.5 <= TPM < 1
chr2,186590055,+,promoter,186588055,186592055,ITGAV,ENST00000261023.8,0.5 <= TPM < 1
chr2,200526206,+,promoter,200524206,200528206,SGO2,ENST00000357799.9,0.5 <= TPM < 1
chr2,201643503,-,promoter,201641503,201645503,TMEM237,ENST00000409883.7,0.5 <= TPM < 1
chr2,202912274,+,promoter,202910274,202914274,CARF,ENST00000438828.4,0.5 <= TPM < 1
chr2,203014874,+,promoter,203012874,203016874,NBEAL1,ENST00000683969.1,0.5 <= TPM < 1
chr2,208025527,-,promoter,208023527,208027527,PLEKHM3,ENST00000427836.8,0.5 <= TPM < 1
chr2,218069252,+,promoter,218067252,218071252,RUFY4,ENST00000697321.1,0.5 <= TPM < 1
chr2,218356856,+,promoter,218354856,218358856,CATIP,ENST00000289388.4,0.5 <= TPM < 1
chr2,229271287,-,promoter,229269287,229273287,PID1,ENST00000392055.8,0.5 <= TPM < 1
chr2,230925242,-,promoter,230923242,230927242,GPR55,ENST00000650999.1,0.5 <= TPM < 1
chr2,231530445,-,promoter,231528445,231532445,NMUR1,ENST00000305141.5,0.5 <= TPM < 1
chr2,238320517,+,promoter,238318517,238322517,TRAF3IP1,ENST00000373327.5,0.5 <= TPM < 1
chr20,325551,+,promoter,323551,327551,SOX12,ENST00000342665.5,0.5 <= TPM < 1
chr20,10435304,+,promoter,10433304,10437304,SLX4IP,ENST00000334534.10,0.5 <= TPM < 1
chr20,10673999,-,promoter,10671999,10675999,JAG1,ENST00000254958.10,0.5 <= TPM < 1
chr20,16573448,-,promoter,16571448,16575448,KIF16B,ENST00000354981.7,0.5 <= TPM < 1
chr20,25407672,+,promoter,25405672,25409672,GINS1,ENST00000262460.5,0.5 <= TPM < 1
chr20,31547378,+,promoter,31545378,31549378,MCTS2,ENST00000394552.4,0.5 <= TPM < 1
chr20,33443763,-,promoter,33441763,33445763,SNTA1,ENST00000217381.3,0.5 <= TPM < 1
chr20,41317731,-,promoter,41315731,41319731,ZHX3,ENST00000683867.1,0.5 <= TPM < 1
chr20,49982979,+,promoter,49980979,49984979,SNAI1,ENST00000244050.3,0.5 <= TPM < 1
chr20,51768390,-,promoter,51766390,51770390,ATP9A,ENST00000338821.6,0.5 <= TPM < 1
chr21,15065000,-,promoter,15063000,15067000,NRIP1,ENST00000318948.7,0.5 <= TPM < 1
chr21,28885367,-,promoter,28883367,28887367,N6AMT1,ENST00000303775.10,0.5 <= TPM < 1
chr21,31344261,-,promoter,31342261,31346261,TIAM1,ENST00000541036.6,0.5 <= TPM < 1
chr21,32393012,-,promoter,32391012,32395012,URB1,ENST00000382751.4,0.5 <= TPM < 1
chr21,36385391,+,promoter,36383391,36387391,CHAF1B,ENST00000314103.6,0.5 <= TPM < 1
chr21,39451969,+,promoter,39449969,39453969,SH3BGR,ENST00000333634.10,0.5 <= TPM < 1
chr22,17121360,-,promoter,17119360,17123360,TMEM121B,ENST00000331437.4,0.5 <= TPM < 1
chr22,20016823,-,promoter,20014823,20018823,ARVCF,ENST00000263207.8,0.5 <= TPM < 1
chr22,30357006,+,promoter,30355006,30359006,CCDC157,ENST00000338306.8,0.5 <= TPM < 1
chr22,37212477,-,promoter,37210477,37214477,SSTR3,ENST00000610913.2,0.5 <= TPM < 1
chr22,42074247,+,promoter,42072247,42076247,PHETA2,ENST00000321753.8,0.5 <= TPM < 1
chr22,42130810,-,promoter,42128810,42132810,CYP2D6,ENST00000645361.2,0.5 <= TPM < 1
chr22,42720870,-,promoter,42718870,42722870,A4GALT,ENST00000642412.2,0.5 <= TPM < 1
chr22,44498233,-,promoter,44496233,44500233,RTL6,ENST00000341255.4,0.5 <= TPM < 1
chr3,20186206,-,promoter,20184206,20188206,SGO1,ENST00000412997.6,0.5 <= TPM < 1
chr3,37861879,+,promoter,37859879,37863879,CTDSPL,ENST00000273179.10,0.5 <= TPM < 1
chr3,40477121,+,promoter,40475121,40479121,ZNF619,ENST00000432264.4,0.5 <= TPM < 1
chr3,41962103,-,promoter,41960103,41964103,ULK4,ENST00000301831.9,0.5 <= TPM < 1
chr3,42773253,-,promoter,42771253,42775253,CCDC13,ENST00000310232.11,0.5 <= TPM < 1
chr3,43106079,-,promoter,43104079,43108079,POMGNT2,ENST00000344697.3,0.5 <= TPM < 1
chr3,44555192,+,promoter,44553192,44557192,ZKSCAN7,ENST00000426540.6,0.5 <= TPM < 1
chr3,44648731,+,promoter,44646731,44650731,ZNF35,ENST00000396056.7,0.5 <= TPM < 1
chr3,45943463,+,promoter,45941463,45945463,CXCR6,ENST00000304552.5,0.5 <= TPM < 1
chr3,46370945,+,promoter,46368945,46372945,CCR5,ENST00000292303.5,0.5 <= TPM < 1
chr3,47282799,-,promoter,47280799,47284799,KIF9,ENST00000684063.1,0.5 <= TPM < 1
chr3,48188417,-,promoter,48186417,48190417,CDC25A,ENST00000302506.8,0.5 <= TPM < 1
chr3,66998306,+,promoter,66996306,67000306,KBTBD8,ENST00000417314.2,0.5 <= TPM < 1
chr3,73061658,+,promoter,73059658,73063658,EBLN2,ENST00000533473.1,0.5 <= TPM < 1
chr3,101724613,+,promoter,101722613,101726613,CEP97,ENST00000341893.8,0.5 <= TPM < 1
chr3,112975103,-,promoter,112973103,112977103,CD200R1,ENST00000308611.8,0.5 <= TPM < 1
chr3,113441493,-,promoter,113439493,113443493,CFAP44,ENST00000393845.9,0.5 <= TPM < 1
chr3,114056526,-,promoter,114054526,114058526,CCDC191,ENST00000295878.8,0.5 <= TPM < 1
chr3,123884332,-,promoter,123882332,123886332,MYLK,ENST00000360304.8,0.5 <= TPM < 1
chr3,126983114,+,promoter,126981114,126985114,PLXNA1,ENST00000393409.3,0.5 <= TPM < 1
chr3,129428636,-,promoter,129426636,129430636,EFCAB12,ENST00000505956.6,0.5 <= TPM < 1
chr3,157436849,+,promoter,157434849,157438849,PTX3,ENST00000295927.4,0.5 <= TPM < 1
chr3,186362234,-,promoter,186360234,186364234,DGKG,ENST00000265022.8,0.5 <= TPM < 1
chr3,189171970,+,promoter,189169970,189173970,TPRG1,ENST00000345063.8,0.5 <= TPM < 1
chr3,195720977,+,promoter,195718977,195722977,MUC20,ENST00000447234.7,0.5 <= TPM < 1
chr4,6269849,+,promoter,6267849,6271849,WFS1,ENST00000226760.5,0.5 <= TPM < 1
chr4,38867805,+,promoter,38865805,38869805,FAM114A1,ENST00000358869.5,0.5 <= TPM < 1
chr4,41214542,-,promoter,41212542,41216542,APBB2,ENST00000508593.6,0.5 <= TPM < 1
chr4,52659301,-,promoter,52657301,52661301,USP46,ENST00000441222.8,0.5 <= TPM < 1
chr4,55546909,-,promoter,55544909,55548909,CLOCK,ENST00000513440.6,0.5 <= TPM < 1
chr4,73853295,+,promoter,73851295,73855295,PF4V1,ENST00000226524.4,0.5 <= TPM < 1
chr4,86892422,-,promoter,86890422,86894422,C4orf36,ENST00000295898.8,0.5 <= TPM < 1
chr4,87529376,-,promoter,87527376,87531376,SPARCL1,ENST00000282470.11,0.5 <= TPM < 1
chr4,88523776,-,promoter,88521776,88525776,PIGY,ENST00000527353.2,0.5 <= TPM < 1
chr4,99564039,-,promoter,99562039,99566039,TRMT10A,ENST00000394876.7,0.5 <= TPM < 1
chr4,122922597,-,promoter,122920597,122924597,NUDT6,ENST00000304430.10,0.5 <= TPM < 1
chr4,123396794,+,promoter,123394794,123398794,SPRY1,ENST00000651917.1,0.5 <= TPM < 1
chr4,127782321,+,promoter,127780321,127784321,HSPA4L,ENST00000296464.9,0.5 <= TPM < 1
chr4,139556219,-,promoter,139554219,139558219,SETD7,ENST00000274031.8,0.5 <= TPM < 1
chr4,140154184,-,promoter,140152184,140156184,MAML3,ENST00000509479.6,0.5 <= TPM < 1
chr4,143905559,-,promoter,143903559,143907559,GYPE,ENST00000358615.9,0.5 <= TPM < 1
chr4,158210485,+,promoter,158208485,158212485,TMEM144,ENST00000296529.11,0.5 <= TPM < 1
chr4,168497051,+,promoter,168495051,168499051,PALLD,ENST00000505667.6,0.5 <= TPM < 1
chr4,169612583,-,promoter,169610583,169614583,NEK1,ENST00000507142.6,0.5 <= TPM < 1
chr5,218153,-,promoter,216153,220153,CCDC127,ENST00000296824.4,0.5 <= TPM < 1
chr5,850986,-,promoter,848986,852986,ZDHHC11,ENST00000283441.13,0.5 <= TPM < 1
chr5,10307902,-,promoter,10305902,10309902,CMBL,ENST00000296658.4,0.5 <= TPM < 1
chr5,16616997,-,promoter,16614997,16618997,RETREG1,ENST00000306320.10,0.5 <= TPM < 1
chr5,34043213,-,promoter,34041213,34045213,C1QTNF3,ENST00000382065.8,0.5 <= TPM < 1
chr5,36151887,-,promoter,36149887,36153887,LMBRD2,ENST00000296603.5,0.5 <= TPM < 1
chr5,37249376,-,promoter,37247376,37251376,CPLANE1,ENST00000651892.2,0.5 <= TPM < 1
chr5,56952123,-,promoter,56950123,56954123,MIER3,ENST00000381199.8,0.5 <= TPM < 1
chr5,58460086,-,promoter,58458086,58462086,PLK2,ENST00000274289.8,0.5 <= TPM < 1
chr5,72320372,+,promoter,72318372,72322372,PTCD2,ENST00000380639.10,0.5 <= TPM < 1
chr5,79236130,+,promoter,79234130,79238130,JMY,ENST00000396137.5,0.5 <= TPM < 1
chr5,108747896,+,promoter,108745896,108749896,FER,ENST00000281092.9,0.5 <= TPM < 1
chr5,116574823,-,promoter,116572823,116576823,SEMA6A,ENST00000343348.11,0.5 <= TPM < 1
chr5,121961974,+,promoter,121959974,121963974,SRFBP1,ENST00000339397.5,0.5 <= TPM < 1
chr5,128083765,+,promoter,128081765,128085765,SLC12A2,ENST00000262461.7,0.5 <= TPM < 1
chr5,132011658,-,promoter,132009658,132013658,ACSL6,ENST00000651883.2,0.5 <= TPM < 1
chr5,132369709,+,promoter,132367709,132371709,SLC22A5,ENST00000245407.8,0.5 <= TPM < 1
chr5,138331804,-,promoter,138329804,138333804,CDC25C,ENST00000323760.11,0.5 <= TPM < 1
chr5,140114108,+,promoter,140112108,140116108,PURA,ENST00000331327.5,0.5 <= TPM < 1
chr5,150155845,-,promoter,150153845,150157845,PDGFRB,ENST00000261799.9,0.5 <= TPM < 1
chr5,159099916,-,promoter,159097916,159101916,EBF1,ENST00000313708.11,0.5 <= TPM < 1
chr5,176365486,+,promoter,176363486,176367486,ARL10,ENST00000310389.6,0.5 <= TPM < 1
chr5,179793985,+,promoter,179791985,179795985,LTC4S,ENST00000292596.15,0.5 <= TPM < 1
chr6,3457050,-,promoter,3455050,3459050,SLC22A23,ENST00000406686.8,0.5 <= TPM < 1
chr6,3751713,-,promoter,3749713,3753713,PXDC1,ENST00000380283.5,0.5 <= TPM < 1
chr6,5004037,-,promoter,5002037,5006037,RPP40,ENST00000380051.7,0.5 <= TPM < 1
chr6,10521350,+,promoter,10519350,10523350,GCNT2,ENST00000495262.7,0.5 <= TPM < 1
chr6,10838539,-,promoter,10836539,10840539,MAK,ENST00000354489.7,0.5 <= TPM < 1
chr6,21593750,+,promoter,21591750,21595750,SOX4,ENST00000244745.4,0.5 <= TPM < 1
chr6,26183760,+,promoter,26181760,26185760,H2BC6,ENST00000614097.3,0.5 <= TPM < 1
chr6,26189112,-,promoter,26187112,26191112,H4C4,ENST00000614247.2,0.5 <= TPM < 1
chr6,26199515,+,promoter,26197515,26201515,H2BC7,ENST00000356530.6,0.5 <= TPM < 1
chr6,27808172,+,promoter,27806172,27810172,H2AC13,ENST00000358739.5,0.5 <= TPM < 1
chr6,27893185,-,promoter,27891185,27895185,H2AC17,ENST00000359611.4,0.5 <= TPM < 1
chr6,28349946,+,promoter,28347946,28351946,ZKSCAN3,ENST00000252211.7,0.5 <= TPM < 1
chr6,29827824,+,promoter,29825824,29829824,HLA-G,ENST00000360323.11,0.5 <= TPM < 1
chr6,31546608,-,promoter,31544608,31548608,ATP6V1G2,ENST00000303892.10,0.5 <= TPM < 1
chr6,32109338,-,promoter,32107338,32111338,TNXB,ENST00000644971.2,0.5 <= TPM < 1
chr6,32224067,-,promoter,32222067,32226067,NOTCH4,ENST00000375023.3,0.5 <= TPM < 1
chr6,34792082,+,promoter,34790082,34794082,UHRF1BP1,ENST00000192788.6,0.5 <= TPM < 1
chr6,36270059,+,promoter,36268059,36272059,PNPLA1,ENST00000636260.2,0.5 <= TPM < 1
chr6,36697825,+,promoter,36695825,36699825,RAB44,ENST00000612677.6,0.5 <= TPM < 1
